,date,name,value
4991,2020-08,Marble Hill,93
4992,2020-08,Marine Park/Floyd Bennett Field,8
4993,2020-08,Marine Park/Mill Basin,231
4994,2020-08,Mariners Harbor,39
4995,2020-08,Maspeth,86
4996,2020-08,Meatpacking/West Village West,1
4997,2020-08,Melrose South,676
4998,2020-08,Middle Village,85
4999,2020-08,Midtown Center,22
5000,2020-08,Midtown East,16
5001,2020-08,Midtown North,17
5002,2020-08,Midtown South,11
5003,2020-08,Midwood,216
5004,2020-08,Morningside Heights,1851
5005,2020-08,Morrisania/Melrose,326
5006,2020-08,Mott Haven/Port Morris,612
5007,2020-08,Mount Hope,404
5008,2020-08,Murray Hill,57
5009,2020-08,Murray Hill-Queens,58
5010,2020-08,New Dorp/Midland Beach,1
5011,2020-08,Newark Airport,2
5012,2020-08,North Corona,174
5013,2020-08,Norwood,399
5014,2020-08,Oakland Gardens,26
5015,2020-08,Ocean Hill,340
5016,2020-08,Ocean Parkway South,45
5017,2020-08,Old Astoria,257
5018,2020-08,Ozone Park,18
5019,2020-08,Park Slope,695
5020,2020-08,Parkchester,300
5021,2020-08,Pelham Bay,70
5022,2020-08,Pelham Bay Park,24
5023,2020-08,Pelham Parkway,258
5024,2020-08,Penn Station/Madison Sq West,9
5025,2020-08,Port Richmond,1
5026,2020-08,Prospect Heights,202
5027,2020-08,Prospect Park,44
5028,2020-08,Prospect-Lefferts Gardens,872
5029,2020-08,Queens Village,161
5030,2020-08,Queensboro Hill,73
5031,2020-08,Queensbridge/Ravenswood,257
5032,2020-08,Randalls Island,11
5033,2020-08,Red Hook,110
5034,2020-08,Rego Park,619
5035,2020-08,Richmond Hill,693
5036,2020-08,Ridgewood,96
5037,2020-08,Riverdale/North Riverdale/Fieldston,104
5038,2020-08,Rockaway Park,47
5039,2020-08,Roosevelt Island,20
5040,2020-08,Rosedale,91
5041,2020-08,Saint Albans,356
5042,2020-08,Saint George/New Brighton,6
5043,2020-08,Saint Michaels Cemetery/Woodside,45
5044,2020-08,Schuylerville/Edgewater Park,202
5045,2020-08,Seaport,14
5046,2020-08,Sheepshead Bay,269
5047,2020-08,SoHo,2
5048,2020-08,Soundview/Bruckner,218
5049,2020-08,Soundview/Castle Hill,689
5050,2020-08,South Jamaica,300
5051,2020-08,South Ozone Park,176
5052,2020-08,South Williamsburg,59
5053,2020-08,Springfield Gardens North,195
5054,2020-08,Springfield Gardens South,98
5055,2020-08,Spuyten Duyvil/Kingsbridge,253
5056,2020-08,Stapleton,8
5057,2020-08,Starrett City,225
5058,2020-08,Steinway,212
5059,2020-08,Stuy Town/Peter Cooper Village,18
5060,2020-08,Stuyvesant Heights,629
5061,2020-08,Sunnyside,338
5062,2020-08,Sunset Park East,217
5063,2020-08,Sunset Park West,278
5064,2020-08,Sutton Place/Turtle Bay North,17
5065,2020-08,Times Sq/Theatre District,9
5066,2020-08,TriBeCa/Civic Center,27
5067,2020-08,Two Bridges/Seward Park,65
5068,2020-08,UN/Turtle Bay South,21
5069,2020-08,Union Sq,25
5070,2020-08,University Heights/Morris Heights,427
5071,2020-08,Upper East Side North,180
5072,2020-08,Upper East Side South,19
5073,2020-08,Upper West Side North,49
5074,2020-08,Upper West Side South,12
5075,2020-08,Van Cortlandt Park,36
5076,2020-08,Van Cortlandt Village,248
5077,2020-08,Van Nest/Morris Park,603
5078,2020-08,Washington Heights North,548
5079,2020-08,Washington Heights South,2395
5080,2020-08,West Chelsea/Hudson Yards,15
5081,2020-08,West Concourse,561
5082,2020-08,West Farms/Bronx River,188
5083,2020-08,West Village,10
5084,2020-08,Westchester Village/Unionport,186
5085,2020-08,Whitestone,45
5086,2020-08,Willets Point,1
5087,2020-08,Williamsbridge/Olinville,446
5088,2020-08,Williamsburg (North Side),114
5089,2020-08,Williamsburg (South Side),100
5090,2020-08,Windsor Terrace,58
5091,2020-08,Woodhaven,123
5092,2020-08,Woodlawn/Wakefield,223
5093,2020-08,Woodside,330
5094,2020-08,World Trade Center,6
5095,2020-08,Yorkville East,30
5096,2020-08,Yorkville West,94
5097,2020-09,Allerton/Pelham Gardens,184
5098,2020-09,Alphabet City,22
5099,2020-09,Arden Heights,21
5100,2020-09,Astoria,1185
5101,2020-09,Astoria Park,2
5102,2020-09,Auburndale,98
5103,2020-09,Baisley Park,235
5104,2020-09,Bath Beach,81
5105,2020-09,Battery Park City,8
5106,2020-09,Bay Ridge,534
5107,2020-09,Bay Terrace/Fort Totten,33
5108,2020-09,Bayside,87
5109,2020-09,Bedford,665
5110,2020-09,Bedford Park,366
5111,2020-09,Bellerose,96
5112,2020-09,Belmont,184
5113,2020-09,Bensonhurst East,150
5114,2020-09,Bensonhurst West,275
5115,2020-09,Bloomfield/Emerson Hill,17
5116,2020-09,Bloomingdale,332
5117,2020-09,Boerum Hill,961
5118,2020-09,Borough Park,337
5119,2020-09,Breezy Point/Fort Tilden/Riis Beach,9
5120,2020-09,Briarwood/Jamaica Hills,123
5121,2020-09,Brighton Beach,165
5122,2020-09,Bronx Park,28
5123,2020-09,Bronxdale,291
5124,2020-09,Brooklyn Heights,996
5125,2020-09,Brooklyn Navy Yard,45
5126,2020-09,Brownsville,669
5127,2020-09,Bushwick North,146
5128,2020-09,Bushwick South,349
5129,2020-09,Cambria Heights,132
5130,2020-09,Canarsie,641
5131,2020-09,Carroll Gardens,116
5132,2020-09,Central Harlem,4642
5133,2020-09,Central Harlem North,3697
5134,2020-09,Central Park,1367
5135,2020-09,Charleston/Tottenville,2
5136,2020-09,Chinatown,38
5137,2020-09,City Island,51
5138,2020-09,Claremont/Bathgate,357
5139,2020-09,Clinton East,29
5140,2020-09,Clinton Hill,574
5141,2020-09,Clinton West,20
5142,2020-09,Co-Op City,734
5143,2020-09,Cobble Hill,515
5144,2020-09,College Point,48
5145,2020-09,Columbia Street,30
5146,2020-09,Coney Island,430
5147,2020-09,Corona,600
5148,2020-09,Country Club,17
5149,2020-09,Crotona Park,16
5150,2020-09,Crotona Park East,190
5151,2020-09,Crown Heights North,1408
5152,2020-09,Crown Heights South,407
5153,2020-09,Cypress Hills,137
5154,2020-09,DUMBO/Vinegar Hill,190
5155,2020-09,Douglaston,32
5156,2020-09,Downtown Brooklyn/MetroTech,1532
5157,2020-09,Dyker Heights,97
5158,2020-09,East Chelsea,50
5159,2020-09,East Concourse/Concourse Village,607
5160,2020-09,East Elmhurst,114
5161,2020-09,East Flatbush/Farragut,469
5162,2020-09,East Flatbush/Remsen Village,519
5163,2020-09,East Flushing,26
5164,2020-09,East Harlem North,8078
5165,2020-09,East Harlem South,6672
5166,2020-09,East New York,762
5167,2020-09,East New York/Pennsylvania Avenue,265
5168,2020-09,East Tremont,353
5169,2020-09,East Village,16
5170,2020-09,East Williamsburg,97
5171,2020-09,Eastchester,239
5172,2020-09,Elmhurst,1519
5173,2020-09,Elmhurst/Maspeth,211
5174,2020-09,Erasmus,251
5175,2020-09,Far Rockaway,139
5176,2020-09,Financial District North,27
5177,2020-09,Financial District South,10
5178,2020-09,Flatbush/Ditmas Park,674
5179,2020-09,Flatiron,28
5180,2020-09,Flatlands,479
5181,2020-09,Flushing,350
5182,2020-09,Flushing Meadows-Corona Park,28
5183,2020-09,Fordham South,193
5184,2020-09,Forest Hills,2656
5185,2020-09,Forest Park/Highland Park,9
5186,2020-09,Fort Greene,2016
5187,2020-09,Fresh Meadows,38
5188,2020-09,Freshkills Park,3
5189,2020-09,Garment District,12
5190,2020-09,Glen Oaks,79
5191,2020-09,Glendale,117
5192,2020-09,Gowanus,207
5193,2020-09,Gramercy,38
5194,2020-09,Gravesend,166
5195,2020-09,Great Kills,1
5196,2020-09,Green-Wood Cemetery,1
5197,2020-09,Greenpoint,106
5198,2020-09,Greenwich Village North,13
5199,2020-09,Greenwich Village South,3
5200,2020-09,Grymes Hill/Clifton,26
5201,2020-09,Hamilton Heights,1274
5202,2020-09,Hammels/Arverne,174
5203,2020-09,Heartland Village/Todt Hill,2
5204,2020-09,Highbridge,395
5205,2020-09,Highbridge Park,30
5206,2020-09,Hillcrest/Pomonok,204
5207,2020-09,Hollis,153
5208,2020-09,Homecrest,237
5209,2020-09,Howard Beach,56
5210,2020-09,Hunts Point,158
5211,2020-09,Inwood,338
5212,2020-09,Inwood Hill Park,37
5213,2020-09,JFK Airport,10
5214,2020-09,Jackson Heights,969
5215,2020-09,Jamaica,1282
5216,2020-09,Jamaica Estates,205
5217,2020-09,Kensington,156
5218,2020-09,Kew Gardens,409
5219,2020-09,Kew Gardens Hills,123
5220,2020-09,Kingsbridge Heights,381
5221,2020-09,Kips Bay,99
5222,2020-09,LaGuardia Airport,9
5223,2020-09,Laurelton,143
5224,2020-09,Lenox Hill East,138
5225,2020-09,Lenox Hill West,49
5226,2020-09,Lincoln Square East,23
5227,2020-09,Lincoln Square West,16
5228,2020-09,Little Italy/NoLiTa,10
5229,2020-09,Long Island City/Hunters Point,147
5230,2020-09,Long Island City/Queens Plaza,114
5231,2020-09,Longwood,206
5232,2020-09,Lower East Side,6
5233,2020-09,Madison,132
5234,2020-09,Manhattan Beach,69
5235,2020-09,Manhattan Valley,58
5236,2020-09,Manhattanville,595
5237,2020-09,Marble Hill,112
5238,2020-09,Marine Park/Floyd Bennett Field,3
5239,2020-09,Marine Park/Mill Basin,262
5240,2020-09,Mariners Harbor,58
5241,2020-09,Maspeth,77
5242,2020-09,Melrose South,686
5243,2020-09,Middle Village,111
5244,2020-09,Midtown Center,24
5245,2020-09,Midtown East,32
5246,2020-09,Midtown North,17
5247,2020-09,Midtown South,13
5248,2020-09,Midwood,246
5249,2020-09,Morningside Heights,2169
5250,2020-09,Morrisania/Melrose,366
5251,2020-09,Mott Haven/Port Morris,553
5252,2020-09,Mount Hope,431
5253,2020-09,Murray Hill,66
5254,2020-09,Murray Hill-Queens,91
5255,2020-09,New Dorp/Midland Beach,1
5256,2020-09,North Corona,173
5257,2020-09,Norwood,494
5258,2020-09,Oakland Gardens,34
5259,2020-09,Ocean Hill,359
5260,2020-09,Ocean Parkway South,55
5261,2020-09,Old Astoria,293
5262,2020-09,Ozone Park,26
5263,2020-09,Park Slope,913
5264,2020-09,Parkchester,343
5265,2020-09,Pelham Bay,92
5266,2020-09,Pelham Bay Park,22
5267,2020-09,Pelham Parkway,340
5268,2020-09,Penn Station/Madison Sq West,11
5269,2020-09,Prospect Heights,196
5270,2020-09,Prospect Park,58
5271,2020-09,Prospect-Lefferts Gardens,936
5272,2020-09,Queens Village,158
5273,2020-09,Queensboro Hill,69
5274,2020-09,Queensbridge/Ravenswood,293
5275,2020-09,Randalls Island,15
5276,2020-09,Red Hook,114
5277,2020-09,Rego Park,728
5278,2020-09,Richmond Hill,700
5279,2020-09,Ridgewood,100
5280,2020-09,Riverdale/North Riverdale/Fieldston,112
5281,2020-09,Rockaway Park,62
5282,2020-09,Roosevelt Island,19
5283,2020-09,Rosedale,69
5284,2020-09,Saint Albans,351
5285,2020-09,Saint George/New Brighton,5
5286,2020-09,Saint Michaels Cemetery/Woodside,34
5287,2020-09,Schuylerville/Edgewater Park,233
5288,2020-09,Seaport,6
5289,2020-09,Sheepshead Bay,280
5290,2020-09,SoHo,5
5291,2020-09,Soundview/Bruckner,288
5292,2020-09,Soundview/Castle Hill,717
5293,2020-09,South Jamaica,317
5294,2020-09,South Ozone Park,176
5295,2020-09,South Williamsburg,70
5296,2020-09,Springfield Gardens North,205
5297,2020-09,Springfield Gardens South,104
5298,2020-09,Spuyten Duyvil/Kingsbridge,302
5299,2020-09,Stapleton,1
5300,2020-09,Starrett City,228
5301,2020-09,Steinway,193
5302,2020-09,Stuy Town/Peter Cooper Village,16
5303,2020-09,Stuyvesant Heights,606
5304,2020-09,Sunnyside,315
5305,2020-09,Sunset Park East,255
5306,2020-09,Sunset Park West,315
5307,2020-09,Sutton Place/Turtle Bay North,34
5308,2020-09,Times Sq/Theatre District,9
5309,2020-09,TriBeCa/Civic Center,32
5310,2020-09,Two Bridges/Seward Park,78
5311,2020-09,UN/Turtle Bay South,25
5312,2020-09,Union Sq,24
5313,2020-09,University Heights/Morris Heights,515
5314,2020-09,Upper East Side North,210
5315,2020-09,Upper East Side South,31
5316,2020-09,Upper West Side North,58
5317,2020-09,Upper West Side South,16
5318,2020-09,Van Cortlandt Park,41
5319,2020-09,Van Cortlandt Village,322
5320,2020-09,Van Nest/Morris Park,744
5321,2020-09,Washington Heights North,542
5322,2020-09,Washington Heights South,2484
5323,2020-09,West Chelsea/Hudson Yards,9
5324,2020-09,West Concourse,565
5325,2020-09,West Farms/Bronx River,185
5326,2020-09,West Village,13
5327,2020-09,Westchester Village/Unionport,241
5328,2020-09,Whitestone,49
5329,2020-09,Willets Point,5
5330,2020-09,Williamsbridge/Olinville,512
5331,2020-09,Williamsburg (North Side),119
5332,2020-09,Williamsburg (South Side),118
5333,2020-09,Windsor Terrace,84
5334,2020-09,Woodhaven,125
5335,2020-09,Woodlawn/Wakefield,187
5336,2020-09,Woodside,400
5337,2020-09,World Trade Center,13
5338,2020-09,Yorkville East,33
5339,2020-09,Yorkville West,121
5340,2020-10,Allerton/Pelham Gardens,217
5341,2020-10,Alphabet City,32
5342,2020-10,Arden Heights,4
5343,2020-10,Arrochar/Fort Wadsworth,7
5344,2020-10,Astoria,1802
5345,2020-10,Astoria Park,3
5346,2020-10,Auburndale,96
5347,2020-10,Baisley Park,300
5348,2020-10,Bath Beach,109
5349,2020-10,Battery Park City,7
5350,2020-10,Bay Ridge,551
5351,2020-10,Bay Terrace/Fort Totten,51
5352,2020-10,Bayside,104
5353,2020-10,Bedford,736
5354,2020-10,Bedford Park,371
5355,2020-10,Bellerose,104
5356,2020-10,Belmont,182
5357,2020-10,Bensonhurst East,164
5358,2020-10,Bensonhurst West,249
5359,2020-10,Bloomfield/Emerson Hill,16
5360,2020-10,Bloomingdale,359
5361,2020-10,Boerum Hill,1116
5362,2020-10,Borough Park,315
5363,2020-10,Breezy Point/Fort Tilden/Riis Beach,4
5364,2020-10,Briarwood/Jamaica Hills,155
5365,2020-10,Brighton Beach,179
5366,2020-10,Broad Channel,2
5367,2020-10,Bronx Park,21
5368,2020-10,Bronxdale,295
5369,2020-10,Brooklyn Heights,1159
5370,2020-10,Brooklyn Navy Yard,175
5371,2020-10,Brownsville,693
5372,2020-10,Bushwick North,160
5373,2020-10,Bushwick South,303
5374,2020-10,Cambria Heights,123
5375,2020-10,Canarsie,686
5376,2020-10,Carroll Gardens,119
5377,2020-10,Central Harlem,4790
5378,2020-10,Central Harlem North,3753
5379,2020-10,Central Park,1644
5380,2020-10,Charleston/Tottenville,4
5381,2020-10,Chinatown,19
5382,2020-10,City Island,40
5383,2020-10,Claremont/Bathgate,383
5384,2020-10,Clinton East,43
5385,2020-10,Clinton Hill,618
5386,2020-10,Clinton West,22
5387,2020-10,Co-Op City,703
5388,2020-10,Cobble Hill,603
5389,2020-10,College Point,34
5390,2020-10,Columbia Street,27
5391,2020-10,Coney Island,467
5392,2020-10,Corona,566
5393,2020-10,Country Club,9
5394,2020-10,Crotona Park,16
5395,2020-10,Crotona Park East,175
5396,2020-10,Crown Heights North,1490
5397,2020-10,Crown Heights South,405
5398,2020-10,Cypress Hills,134
5399,2020-10,DUMBO/Vinegar Hill,153
5400,2020-10,Douglaston,46
5401,2020-10,Downtown Brooklyn/MetroTech,1674
5402,2020-10,Dyker Heights,136
5403,2020-10,East Chelsea,39
5404,2020-10,East Concourse/Concourse Village,641
5405,2020-10,East Elmhurst,140
5406,2020-10,East Flatbush/Farragut,506
5407,2020-10,East Flatbush/Remsen Village,558
5408,2020-10,East Flushing,34
5409,2020-10,East Harlem North,8731
5410,2020-10,East Harlem South,7431
5411,2020-10,East New York,867
5412,2020-10,East New York/Pennsylvania Avenue,254
5413,2020-10,East Tremont,345
5414,2020-10,East Village,19
5415,2020-10,East Williamsburg,127
5416,2020-10,Eastchester,256
5417,2020-10,Elmhurst,1850
5418,2020-10,Elmhurst/Maspeth,275
5419,2020-10,Erasmus,330
5420,2020-10,Far Rockaway,137
5421,2020-10,Financial District North,11
5422,2020-10,Financial District South,12
5423,2020-10,Flatbush/Ditmas Park,753
5424,2020-10,Flatiron,28
5425,2020-10,Flatlands,440
5426,2020-10,Flushing,396
5427,2020-10,Flushing Meadows-Corona Park,31
5428,2020-10,Fordham South,178
5429,2020-10,Forest Hills,2751
5430,2020-10,Forest Park/Highland Park,9
5431,2020-10,Fort Greene,2202
5432,2020-10,Fresh Meadows,41
5433,2020-10,Garment District,15
5434,2020-10,Glen Oaks,59
5435,2020-10,Glendale,140
5436,2020-10,Gowanus,243
5437,2020-10,Gramercy,52
5438,2020-10,Gravesend,140
5439,2020-10,Great Kills,1
5440,2020-10,Green-Wood Cemetery,2
5441,2020-10,Greenpoint,128
5442,2020-10,Greenwich Village North,28
5443,2020-10,Greenwich Village South,3
5444,2020-10,Grymes Hill/Clifton,15
5445,2020-10,Hamilton Heights,1439
5446,2020-10,Hammels/Arverne,189
5447,2020-10,Heartland Village/Todt Hill,2
5448,2020-10,Highbridge,415
5449,2020-10,Highbridge Park,19
5450,2020-10,Hillcrest/Pomonok,200
5451,2020-10,Hollis,158
5452,2020-10,Homecrest,202
5453,2020-10,Howard Beach,58
5454,2020-10,Hudson Sq,2
5455,2020-10,Hunts Point,138
5456,2020-10,Inwood,314
5457,2020-10,Inwood Hill Park,38
5458,2020-10,JFK Airport,5
5459,2020-10,Jackson Heights,1032
5460,2020-10,Jamaica,1360
5461,2020-10,Jamaica Estates,194
5462,2020-10,Kensington,130
5463,2020-10,Kew Gardens,611
5464,2020-10,Kew Gardens Hills,162
5465,2020-10,Kingsbridge Heights,365
5466,2020-10,Kips Bay,107
5467,2020-10,LaGuardia Airport,4
5468,2020-10,Laurelton,138
5469,2020-10,Lenox Hill East,167
5470,2020-10,Lenox Hill West,44
5471,2020-10,Lincoln Square East,29
5472,2020-10,Lincoln Square West,18
5473,2020-10,Little Italy/NoLiTa,14
5474,2020-10,Long Island City/Hunters Point,229
5475,2020-10,Long Island City/Queens Plaza,169
5476,2020-10,Longwood,217
5477,2020-10,Lower East Side,11
5478,2020-10,Madison,139
5479,2020-10,Manhattan Beach,92
5480,2020-10,Manhattan Valley,69
5481,2020-10,Manhattanville,659
5482,2020-10,Marble Hill,105
5483,2020-10,Marine Park/Floyd Bennett Field,3
5484,2020-10,Marine Park/Mill Basin,242
5485,2020-10,Mariners Harbor,58
5486,2020-10,Maspeth,66
5487,2020-10,Meatpacking/West Village West,1
5488,2020-10,Melrose South,686
5489,2020-10,Middle Village,95
5490,2020-10,Midtown Center,27
5491,2020-10,Midtown East,25
5492,2020-10,Midtown North,17
5493,2020-10,Midtown South,14
5494,2020-10,Midwood,240
5495,2020-10,Morningside Heights,2228
5496,2020-10,Morrisania/Melrose,433
5497,2020-10,Mott Haven/Port Morris,540
5498,2020-10,Mount Hope,485
5499,2020-10,Murray Hill,95
5500,2020-10,Murray Hill-Queens,83
5501,2020-10,Newark Airport,2
5502,2020-10,North Corona,215
5503,2020-10,Norwood,552
5504,2020-10,Oakland Gardens,47
5505,2020-10,Ocean Hill,370
5506,2020-10,Ocean Parkway South,44
5507,2020-10,Old Astoria,352
5508,2020-10,Ozone Park,38
5509,2020-10,Park Slope,998
5510,2020-10,Parkchester,310
5511,2020-10,Pelham Bay,90
5512,2020-10,Pelham Bay Park,7
5513,2020-10,Pelham Parkway,369
5514,2020-10,Penn Station/Madison Sq West,15
5515,2020-10,Port Richmond,3
5516,2020-10,Prospect Heights,212
5517,2020-10,Prospect Park,81
5518,2020-10,Prospect-Lefferts Gardens,970
5519,2020-10,Queens Village,181
5520,2020-10,Queensboro Hill,72
5521,2020-10,Queensbridge/Ravenswood,382
5522,2020-10,Randalls Island,11
5523,2020-10,Red Hook,136
5524,2020-10,Rego Park,749
5525,2020-10,Richmond Hill,704
5526,2020-10,Ridgewood,113
5527,2020-10,Riverdale/North Riverdale/Fieldston,109
5528,2020-10,Rockaway Park,64
5529,2020-10,Roosevelt Island,20
5530,2020-10,Rosedale,76
5531,2020-10,Saint Albans,382
5532,2020-10,Saint George/New Brighton,16
5533,2020-10,Saint Michaels Cemetery/Woodside,44
5534,2020-10,Schuylerville/Edgewater Park,271
5535,2020-10,Seaport,14
5536,2020-10,Sheepshead Bay,254
5537,2020-10,SoHo,3
5538,2020-10,Soundview/Bruckner,309
5539,2020-10,Soundview/Castle Hill,708
5540,2020-10,South Jamaica,341
5541,2020-10,South Ozone Park,227
5542,2020-10,South Williamsburg,54
5543,2020-10,Springfield Gardens North,229
5544,2020-10,Springfield Gardens South,99
5545,2020-10,Spuyten Duyvil/Kingsbridge,287
5546,2020-10,Stapleton,1
5547,2020-10,Starrett City,250
5548,2020-10,Steinway,228
5549,2020-10,Stuy Town/Peter Cooper Village,13
5550,2020-10,Stuyvesant Heights,666
5551,2020-10,Sunnyside,364
5552,2020-10,Sunset Park East,231
5553,2020-10,Sunset Park West,327
5554,2020-10,Sutton Place/Turtle Bay North,19
5555,2020-10,Times Sq/Theatre District,14
5556,2020-10,TriBeCa/Civic Center,36
5557,2020-10,Two Bridges/Seward Park,82
5558,2020-10,UN/Turtle Bay South,19
5559,2020-10,Union Sq,21
5560,2020-10,University Heights/Morris Heights,539
5561,2020-10,Upper East Side North,229
5562,2020-10,Upper East Side South,43
5563,2020-10,Upper West Side North,72
5564,2020-10,Upper West Side South,13
5565,2020-10,Van Cortlandt Park,41
5566,2020-10,Van Cortlandt Village,295
5567,2020-10,Van Nest/Morris Park,746
5568,2020-10,Washington Heights North,600
5569,2020-10,Washington Heights South,2789
5570,2020-10,West Chelsea/Hudson Yards,9
5571,2020-10,West Concourse,566
5572,2020-10,West Farms/Bronx River,242
5573,2020-10,West Village,13
5574,2020-10,Westchester Village/Unionport,243
5575,2020-10,Westerleigh,1
5576,2020-10,Whitestone,55
5577,2020-10,Willets Point,2
5578,2020-10,Williamsbridge/Olinville,521
5579,2020-10,Williamsburg (North Side),100
5580,2020-10,Williamsburg (South Side),108
5581,2020-10,Windsor Terrace,76
5582,2020-10,Woodhaven,119
5583,2020-10,Woodlawn/Wakefield,196
5584,2020-10,Woodside,648
5585,2020-10,World Trade Center,9
5586,2020-10,Yorkville East,20
5587,2020-10,Yorkville West,138
5588,2020-11,Allerton/Pelham Gardens,175
5589,2020-11,Alphabet City,28
5590,2020-11,Arden Heights,2
5591,2020-11,Arrochar/Fort Wadsworth,7
5592,2020-11,Astoria,1744
5593,2020-11,Astoria Park,6
5594,2020-11,Auburndale,75
5595,2020-11,Baisley Park,305
5596,2020-11,Bath Beach,90
5597,2020-11,Battery Park City,4
5598,2020-11,Bay Ridge,489
5599,2020-11,Bay Terrace/Fort Totten,30
5600,2020-11,Bayside,76
5601,2020-11,Bedford,705
5602,2020-11,Bedford Park,369
5603,2020-11,Bellerose,73
5604,2020-11,Belmont,177
5605,2020-11,Bensonhurst East,166
5606,2020-11,Bensonhurst West,231
5607,2020-11,Bloomfield/Emerson Hill,16
5608,2020-11,Bloomingdale,299
5609,2020-11,Boerum Hill,1100
5610,2020-11,Borough Park,340
5611,2020-11,Breezy Point/Fort Tilden/Riis Beach,2
5612,2020-11,Briarwood/Jamaica Hills,181
5613,2020-11,Brighton Beach,191
5614,2020-11,Broad Channel,3
5615,2020-11,Bronx Park,21
5616,2020-11,Bronxdale,243
5617,2020-11,Brooklyn Heights,1061
5618,2020-11,Brooklyn Navy Yard,277
5619,2020-11,Brownsville,606
5620,2020-11,Bushwick North,142
5621,2020-11,Bushwick South,333
5622,2020-11,Cambria Heights,71
5623,2020-11,Canarsie,624
5624,2020-11,Carroll Gardens,116
5625,2020-11,Central Harlem,4615
5626,2020-11,Central Harlem North,3474
5627,2020-11,Central Park,1454
5628,2020-11,Charleston/Tottenville,2
5629,2020-11,Chinatown,18
5630,2020-11,City Island,29
5631,2020-11,Claremont/Bathgate,359
5632,2020-11,Clinton East,29
5633,2020-11,Clinton Hill,599
5634,2020-11,Clinton West,25
5635,2020-11,Co-Op City,606
5636,2020-11,Cobble Hill,649
5637,2020-11,College Point,29
5638,2020-11,Columbia Street,22
5639,2020-11,Coney Island,460
5640,2020-11,Corona,556
5641,2020-11,Country Club,13
5642,2020-11,Crotona Park,3
5643,2020-11,Crotona Park East,189
5644,2020-11,Crown Heights North,1309
5645,2020-11,Crown Heights South,354
5646,2020-11,Cypress Hills,127
5647,2020-11,DUMBO/Vinegar Hill,176
5648,2020-11,Douglaston,26
5649,2020-11,Downtown Brooklyn/MetroTech,1484
5650,2020-11,Dyker Heights,115
5651,2020-11,East Chelsea,42
5652,2020-11,East Concourse/Concourse Village,572
5653,2020-11,East Elmhurst,210
5654,2020-11,East Flatbush/Farragut,450
5655,2020-11,East Flatbush/Remsen Village,528
5656,2020-11,East Flushing,13
5657,2020-11,East Harlem North,8184
5658,2020-11,East Harlem South,6747
5659,2020-11,East New York,795
5660,2020-11,East New York/Pennsylvania Avenue,217
5661,2020-11,East Tremont,327
5662,2020-11,East Village,19
5663,2020-11,East Williamsburg,119
5664,2020-11,Eastchester,224
5665,2020-11,Elmhurst,1656
5666,2020-11,Elmhurst/Maspeth,253
5667,2020-11,Erasmus,275
5668,2020-11,Far Rockaway,137
5669,2020-11,Financial District North,12
5670,2020-11,Financial District South,15
5671,2020-11,Flatbush/Ditmas Park,653
5672,2020-11,Flatiron,18
5673,2020-11,Flatlands,432
5674,2020-11,Flushing,279
5675,2020-11,Flushing Meadows-Corona Park,20
5676,2020-11,Fordham South,151
5677,2020-11,Forest Hills,2491
5678,2020-11,Forest Park/Highland Park,10
5679,2020-11,Fort Greene,2194
5680,2020-11,Fresh Meadows,57
5681,2020-11,Garment District,11
5682,2020-11,Glen Oaks,37
5683,2020-11,Glendale,120
5684,2020-11,Gowanus,193
5685,2020-11,Gramercy,49
5686,2020-11,Gravesend,162
5687,2020-11,Green-Wood Cemetery,2
5688,2020-11,Greenpoint,165
5689,2020-11,Greenwich Village North,18
5690,2020-11,Greenwich Village South,2
5691,2020-11,Grymes Hill/Clifton,8
5692,2020-11,Hamilton Heights,1273
5693,2020-11,Hammels/Arverne,198
5694,2020-11,Heartland Village/Todt Hill,7
5695,2020-11,Highbridge,331
5696,2020-11,Highbridge Park,12
5697,2020-11,Hillcrest/Pomonok,218
5698,2020-11,Hollis,165
5699,2020-11,Homecrest,234
5700,2020-11,Howard Beach,51
5701,2020-11,Hudson Sq,3
5702,2020-11,Hunts Point,141
5703,2020-11,Inwood,336
5704,2020-11,Inwood Hill Park,33
5705,2020-11,JFK Airport,11
5706,2020-11,Jackson Heights,1004
5707,2020-11,Jamaica,1424
5708,2020-11,Jamaica Estates,184
5709,2020-11,Kensington,143
5710,2020-11,Kew Gardens,559
5711,2020-11,Kew Gardens Hills,133
5712,2020-11,Kingsbridge Heights,369
5713,2020-11,Kips Bay,94
5714,2020-11,LaGuardia Airport,2
5715,2020-11,Laurelton,118
5716,2020-11,Lenox Hill East,137
5717,2020-11,Lenox Hill West,34
5718,2020-11,Lincoln Square East,18
5719,2020-11,Lincoln Square West,20
5720,2020-11,Little Italy/NoLiTa,15
5721,2020-11,Long Island City/Hunters Point,206
5722,2020-11,Long Island City/Queens Plaza,158
5723,2020-11,Longwood,190
5724,2020-11,Lower East Side,7
5725,2020-11,Madison,142
5726,2020-11,Manhattan Beach,65
5727,2020-11,Manhattan Valley,68
5728,2020-11,Manhattanville,640
5729,2020-11,Marble Hill,97
5730,2020-11,Marine Park/Floyd Bennett Field,3
5731,2020-11,Marine Park/Mill Basin,211
5732,2020-11,Mariners Harbor,13
5733,2020-11,Maspeth,77
5734,2020-11,Meatpacking/West Village West,2
5735,2020-11,Melrose South,585
5736,2020-11,Middle Village,92
5737,2020-11,Midtown Center,17
5738,2020-11,Midtown East,22
