,date,name,value
2559,2019-10,Roosevelt Island,96
2560,2019-10,Rosedale,383
2561,2019-10,Rossville/Woodrow,2
2562,2019-10,Saint Albans,1222
2563,2019-10,Saint George/New Brighton,18
2564,2019-10,Saint Michaels Cemetery/Woodside,52
2565,2019-10,Schuylerville/Edgewater Park,639
2566,2019-10,Seaport,145
2567,2019-10,Sheepshead Bay,2334
2568,2019-10,SoHo,10
2569,2019-10,Soundview/Bruckner,1106
2570,2019-10,Soundview/Castle Hill,1699
2571,2019-10,South Beach/Dongan Hills,2
2572,2019-10,South Jamaica,851
2573,2019-10,South Ozone Park,818
2574,2019-10,South Williamsburg,222
2575,2019-10,Springfield Gardens North,704
2576,2019-10,Springfield Gardens South,268
2577,2019-10,Spuyten Duyvil/Kingsbridge,936
2578,2019-10,Stapleton,23
2579,2019-10,Starrett City,784
2580,2019-10,Steinway,6228
2581,2019-10,Stuy Town/Peter Cooper Village,62
2582,2019-10,Stuyvesant Heights,2186
2583,2019-10,Sunnyside,3383
2584,2019-10,Sunset Park East,520
2585,2019-10,Sunset Park West,811
2586,2019-10,Sutton Place/Turtle Bay North,99
2587,2019-10,Times Sq/Theatre District,94
2588,2019-10,TriBeCa/Civic Center,252
2589,2019-10,Two Bridges/Seward Park,208
2590,2019-10,UN/Turtle Bay South,100
2591,2019-10,Union Sq,77
2592,2019-10,University Heights/Morris Heights,1173
2593,2019-10,Upper East Side North,1238
2594,2019-10,Upper East Side South,153
2595,2019-10,Upper West Side North,259
2596,2019-10,Upper West Side South,84
2597,2019-10,Van Cortlandt Park,92
2598,2019-10,Van Cortlandt Village,669
2599,2019-10,Van Nest/Morris Park,2151
2600,2019-10,Washington Heights North,2304
2601,2019-10,Washington Heights South,11526
2602,2019-10,West Brighton,4
2603,2019-10,West Chelsea/Hudson Yards,61
2604,2019-10,West Concourse,2135
2605,2019-10,West Farms/Bronx River,509
2606,2019-10,West Village,50
2607,2019-10,Westchester Village/Unionport,741
2608,2019-10,Westerleigh,1
2609,2019-10,Whitestone,166
2610,2019-10,Willets Point,53
2611,2019-10,Williamsbridge/Olinville,1212
2612,2019-10,Williamsburg (North Side),4782
2613,2019-10,Williamsburg (South Side),1850
2614,2019-10,Windsor Terrace,344
2615,2019-10,Woodhaven,355
2616,2019-10,Woodlawn/Wakefield,586
2617,2019-10,Woodside,9470
2618,2019-10,World Trade Center,40
2619,2019-10,Yorkville East,77
2620,2019-10,Yorkville West,520
2621,2019-11,Allerton/Pelham Gardens,417
2622,2019-11,Alphabet City,60
2623,2019-11,Arden Heights,2
2624,2019-11,Arrochar/Fort Wadsworth,3
2625,2019-11,Astoria,17563
2626,2019-11,Astoria Park,3
2627,2019-11,Auburndale,254
2628,2019-11,Baisley Park,546
2629,2019-11,Bath Beach,258
2630,2019-11,Battery Park City,21
2631,2019-11,Bay Ridge,1208
2632,2019-11,Bay Terrace/Fort Totten,139
2633,2019-11,Bayside,309
2634,2019-11,Bedford,2395
2635,2019-11,Bedford Park,695
2636,2019-11,Bellerose,229
2637,2019-11,Belmont,388
2638,2019-11,Bensonhurst East,494
2639,2019-11,Bensonhurst West,742
2640,2019-11,Bloomfield/Emerson Hill,16
2641,2019-11,Bloomingdale,1720
2642,2019-11,Boerum Hill,7848
2643,2019-11,Borough Park,894
2644,2019-11,Breezy Point/Fort Tilden/Riis Beach,13
2645,2019-11,Briarwood/Jamaica Hills,523
2646,2019-11,Brighton Beach,688
2647,2019-11,Broad Channel,3
2648,2019-11,Bronx Park,140
2649,2019-11,Bronxdale,467
2650,2019-11,Brooklyn Heights,10044
2651,2019-11,Brooklyn Navy Yard,268
2652,2019-11,Brownsville,1550
2653,2019-11,Bushwick North,927
2654,2019-11,Bushwick South,1123
2655,2019-11,Cambria Heights,294
2656,2019-11,Canarsie,1636
2657,2019-11,Carroll Gardens,1791
2658,2019-11,Central Harlem,25628
2659,2019-11,Central Harlem North,14797
2660,2019-11,Central Park,4932
2661,2019-11,Charleston/Tottenville,3
2662,2019-11,Chinatown,99
2663,2019-11,City Island,49
2664,2019-11,Claremont/Bathgate,568
2665,2019-11,Clinton East,124
2666,2019-11,Clinton Hill,3200
2667,2019-11,Clinton West,37
2668,2019-11,Co-Op City,1187
2669,2019-11,Cobble Hill,3782
2670,2019-11,College Point,155
2671,2019-11,Columbia Street,157
2672,2019-11,Coney Island,1677
2673,2019-11,Corona,2282
2674,2019-11,Country Club,44
2675,2019-11,Crotona Park,27
2676,2019-11,Crotona Park East,369
2677,2019-11,Crown Heights North,3634
2678,2019-11,Crown Heights South,956
2679,2019-11,Cypress Hills,375
2680,2019-11,DUMBO/Vinegar Hill,7070
2681,2019-11,Douglaston,112
2682,2019-11,Downtown Brooklyn/MetroTech,9775
2683,2019-11,Dyker Heights,247
2684,2019-11,East Chelsea,113
2685,2019-11,East Concourse/Concourse Village,1707
2686,2019-11,East Elmhurst,490
2687,2019-11,East Flatbush/Farragut,1078
2688,2019-11,East Flatbush/Remsen Village,1137
2689,2019-11,East Flushing,122
2690,2019-11,East Harlem North,35070
2691,2019-11,East Harlem South,26862
2692,2019-11,East New York,2328
2693,2019-11,East New York/Pennsylvania Avenue,618
2694,2019-11,East Tremont,771
2695,2019-11,East Village,43
2696,2019-11,East Williamsburg,2321
2697,2019-11,Eastchester,550
2698,2019-11,Elmhurst,22391
2699,2019-11,Elmhurst/Maspeth,2582
2700,2019-11,Eltingville/Annadale/Prince's Bay,1
2701,2019-11,Erasmus,728
2702,2019-11,Far Rockaway,394
2703,2019-11,Financial District North,77
2704,2019-11,Financial District South,47
2705,2019-11,Flatbush/Ditmas Park,1843
2706,2019-11,Flatiron,67
2707,2019-11,Flatlands,1214
2708,2019-11,Flushing,3585
2709,2019-11,Flushing Meadows-Corona Park,203
2710,2019-11,Fordham South,312
2711,2019-11,Forest Hills,13957
2712,2019-11,Forest Park/Highland Park,23
2713,2019-11,Fort Greene,11943
2714,2019-11,Fresh Meadows,152
2715,2019-11,Freshkills Park,1
2716,2019-11,Garment District,61
2717,2019-11,Glen Oaks,193
2718,2019-11,Glendale,286
2719,2019-11,Gowanus,698
2720,2019-11,Gramercy,110
2721,2019-11,Gravesend,499
2722,2019-11,Green-Wood Cemetery,7
2723,2019-11,Greenpoint,1876
2724,2019-11,Greenwich Village North,47
2725,2019-11,Greenwich Village South,25
2726,2019-11,Grymes Hill/Clifton,54
2727,2019-11,Hamilton Heights,6343
2728,2019-11,Hammels/Arverne,471
2729,2019-11,Heartland Village/Todt Hill,9
2730,2019-11,Highbridge,699
2731,2019-11,Highbridge Park,48
2732,2019-11,Hillcrest/Pomonok,753
2733,2019-11,Hollis,359
2734,2019-11,Homecrest,635
2735,2019-11,Howard Beach,197
2736,2019-11,Hudson Sq,18
2737,2019-11,Hunts Point,463
2738,2019-11,Inwood,1154
2739,2019-11,Inwood Hill Park,85
2740,2019-11,JFK Airport,73
2741,2019-11,Jackson Heights,10965
2742,2019-11,Jamaica,7904
2743,2019-11,Jamaica Estates,522
2744,2019-11,Kensington,370
2745,2019-11,Kew Gardens,3629
2746,2019-11,Kew Gardens Hills,457
2747,2019-11,Kingsbridge Heights,815
2748,2019-11,Kips Bay,261
2749,2019-11,LaGuardia Airport,51
2750,2019-11,Laurelton,290
2751,2019-11,Lenox Hill East,371
2752,2019-11,Lenox Hill West,128
2753,2019-11,Lincoln Square East,87
2754,2019-11,Lincoln Square West,70
2755,2019-11,Little Italy/NoLiTa,20
2756,2019-11,Long Island City/Hunters Point,2908
2757,2019-11,Long Island City/Queens Plaza,1882
2758,2019-11,Longwood,433
2759,2019-11,Lower East Side,43
2760,2019-11,Madison,440
2761,2019-11,Manhattan Beach,326
2762,2019-11,Manhattan Valley,144
2763,2019-11,Manhattanville,3316
2764,2019-11,Marble Hill,192
2765,2019-11,Marine Park/Floyd Bennett Field,22
2766,2019-11,Marine Park/Mill Basin,775
2767,2019-11,Mariners Harbor,61
2768,2019-11,Maspeth,406
2769,2019-11,Meatpacking/West Village West,4
2770,2019-11,Melrose South,1545
2771,2019-11,Middle Village,238
2772,2019-11,Midtown Center,82
2773,2019-11,Midtown East,69
2774,2019-11,Midtown North,62
2775,2019-11,Midtown South,57
2776,2019-11,Midwood,801
2777,2019-11,Morningside Heights,18626
2778,2019-11,Morrisania/Melrose,740
2779,2019-11,Mott Haven/Port Morris,1520
2780,2019-11,Mount Hope,710
2781,2019-11,Murray Hill,199
2782,2019-11,Murray Hill-Queens,335
2783,2019-11,New Dorp/Midland Beach,2
2784,2019-11,Newark Airport,12
2785,2019-11,North Corona,1292
2786,2019-11,Norwood,990
2787,2019-11,Oakland Gardens,100
2788,2019-11,Oakwood,1
2789,2019-11,Ocean Hill,909
2790,2019-11,Ocean Parkway South,184
2791,2019-11,Old Astoria,2752
2792,2019-11,Ozone Park,99
2793,2019-11,Park Slope,7664
2794,2019-11,Parkchester,954
2795,2019-11,Pelham Bay,262
2796,2019-11,Pelham Bay Park,15
2797,2019-11,Pelham Parkway,598
2798,2019-11,Penn Station/Madison Sq West,72
2799,2019-11,Port Richmond,9
2800,2019-11,Prospect Heights,956
2801,2019-11,Prospect Park,294
2802,2019-11,Prospect-Lefferts Gardens,2090
2803,2019-11,Queens Village,506
2804,2019-11,Queensboro Hill,400
2805,2019-11,Queensbridge/Ravenswood,1710
2806,2019-11,Randalls Island,33
2807,2019-11,Red Hook,549
2808,2019-11,Rego Park,3820
2809,2019-11,Richmond Hill,1111
2810,2019-11,Ridgewood,387
2811,2019-11,Riverdale/North Riverdale/Fieldston,370
2812,2019-11,Rockaway Park,79
2813,2019-11,Roosevelt Island,73
2814,2019-11,Rosedale,295
2815,2019-11,Rossville/Woodrow,2
2816,2019-11,Saint Albans,955
2817,2019-11,Saint George/New Brighton,14
2818,2019-11,Saint Michaels Cemetery/Woodside,63
2819,2019-11,Schuylerville/Edgewater Park,480
2820,2019-11,Seaport,86
2821,2019-11,Sheepshead Bay,1946
2822,2019-11,SoHo,12
2823,2019-11,Soundview/Bruckner,941
2824,2019-11,Soundview/Castle Hill,1400
2825,2019-11,South Beach/Dongan Hills,6
2826,2019-11,South Jamaica,692
2827,2019-11,South Ozone Park,674
2828,2019-11,South Williamsburg,278
2829,2019-11,Springfield Gardens North,529
2830,2019-11,Springfield Gardens South,215
2831,2019-11,Spuyten Duyvil/Kingsbridge,719
2832,2019-11,Stapleton,21
2833,2019-11,Starrett City,653
2834,2019-11,Steinway,5686
2835,2019-11,Stuy Town/Peter Cooper Village,44
2836,2019-11,Stuyvesant Heights,1828
2837,2019-11,Sunnyside,2808
2838,2019-11,Sunset Park East,423
2839,2019-11,Sunset Park West,634
2840,2019-11,Sutton Place/Turtle Bay North,83
2841,2019-11,Times Sq/Theatre District,54
2842,2019-11,TriBeCa/Civic Center,181
2843,2019-11,Two Bridges/Seward Park,140
2844,2019-11,UN/Turtle Bay South,70
2845,2019-11,Union Sq,42
2846,2019-11,University Heights/Morris Heights,1015
2847,2019-11,Upper East Side North,1045
2848,2019-11,Upper East Side South,106
2849,2019-11,Upper West Side North,185
2850,2019-11,Upper West Side South,57
2851,2019-11,Van Cortlandt Park,81
2852,2019-11,Van Cortlandt Village,548
2853,2019-11,Van Nest/Morris Park,1579
2854,2019-11,Washington Heights North,2118
2855,2019-11,Washington Heights South,10623
2856,2019-11,West Brighton,6
2857,2019-11,West Chelsea/Hudson Yards,31
2858,2019-11,West Concourse,1611
2859,2019-11,West Farms/Bronx River,443
2860,2019-11,West Village,33
2861,2019-11,Westchester Village/Unionport,605
2862,2019-11,Westerleigh,4
2863,2019-11,Whitestone,164
2864,2019-11,Willets Point,18
2865,2019-11,Williamsbridge/Olinville,934
2866,2019-11,Williamsburg (North Side),4455
2867,2019-11,Williamsburg (South Side),1752
2868,2019-11,Windsor Terrace,271
2869,2019-11,Woodhaven,350
2870,2019-11,Woodlawn/Wakefield,456
2871,2019-11,Woodside,9127
2872,2019-11,World Trade Center,29
2873,2019-11,Yorkville East,68
2874,2019-11,Yorkville West,417
2875,2019-12,Allerton/Pelham Gardens,416
2876,2019-12,Alphabet City,65
2877,2019-12,Arden Heights,2
2878,2019-12,Arrochar/Fort Wadsworth,1
2879,2019-12,Astoria,17371
2880,2019-12,Astoria Park,1
2881,2019-12,Auburndale,294
2882,2019-12,Baisley Park,590
2883,2019-12,Bath Beach,308
2884,2019-12,Battery Park City,18
2885,2019-12,Bay Ridge,1371
2886,2019-12,Bay Terrace/Fort Totten,157
2887,2019-12,Bayside,396
2888,2019-12,Bedford,2794
2889,2019-12,Bedford Park,789
2890,2019-12,Bellerose,254
2891,2019-12,Belmont,443
2892,2019-12,Bensonhurst East,581
2893,2019-12,Bensonhurst West,747
2894,2019-12,Bloomfield/Emerson Hill,7
2895,2019-12,Bloomingdale,1681
2896,2019-12,Boerum Hill,8080
2897,2019-12,Borough Park,956
2898,2019-12,Breezy Point/Fort Tilden/Riis Beach,10
2899,2019-12,Briarwood/Jamaica Hills,616
2900,2019-12,Brighton Beach,719
2901,2019-12,Broad Channel,6
2902,2019-12,Bronx Park,171
2903,2019-12,Bronxdale,510
2904,2019-12,Brooklyn Heights,10317
2905,2019-12,Brooklyn Navy Yard,195
2906,2019-12,Brownsville,1752
2907,2019-12,Bushwick North,794
2908,2019-12,Bushwick South,1182
2909,2019-12,Cambria Heights,326
2910,2019-12,Canarsie,1933
2911,2019-12,Carroll Gardens,1741
2912,2019-12,Central Harlem,25766
2913,2019-12,Central Harlem North,15341
2914,2019-12,Central Park,4356
2915,2019-12,Chinatown,122
2916,2019-12,City Island,62
2917,2019-12,Claremont/Bathgate,700
2918,2019-12,Clinton East,137
2919,2019-12,Clinton Hill,3524
2920,2019-12,Clinton West,65
2921,2019-12,Co-Op City,1501
2922,2019-12,Cobble Hill,3666
2923,2019-12,College Point,221
2924,2019-12,Columbia Street,145
2925,2019-12,Coney Island,1849
2926,2019-12,Corona,2642
2927,2019-12,Country Club,39
2928,2019-12,Crotona Park,19
2929,2019-12,Crotona Park East,404
2930,2019-12,Crown Heights North,4279
2931,2019-12,Crown Heights South,1139
2932,2019-12,Cypress Hills,435
2933,2019-12,DUMBO/Vinegar Hill,6182
2934,2019-12,Douglaston,144
2935,2019-12,Downtown Brooklyn/MetroTech,10220
2936,2019-12,Dyker Heights,328
2937,2019-12,East Chelsea,139
2938,2019-12,East Concourse/Concourse Village,1789
2939,2019-12,East Elmhurst,545
2940,2019-12,East Flatbush/Farragut,1176
2941,2019-12,East Flatbush/Remsen Village,1335
2942,2019-12,East Flushing,165
2943,2019-12,East Harlem North,36381
2944,2019-12,East Harlem South,26742
2945,2019-12,East New York,2799
2946,2019-12,East New York/Pennsylvania Avenue,685
2947,2019-12,East Tremont,810
2948,2019-12,East Village,40
2949,2019-12,East Williamsburg,2123
2950,2019-12,Eastchester,661
2951,2019-12,Elmhurst,23304
2952,2019-12,Elmhurst/Maspeth,2549
2953,2019-12,Eltingville/Annadale/Prince's Bay,1
2954,2019-12,Erasmus,756
2955,2019-12,Far Rockaway,355
2956,2019-12,Financial District North,78
2957,2019-12,Financial District South,32
2958,2019-12,Flatbush/Ditmas Park,1996
2959,2019-12,Flatiron,107
2960,2019-12,Flatlands,1316
2961,2019-12,Flushing,3882
2962,2019-12,Flushing Meadows-Corona Park,229
2963,2019-12,Fordham South,416
2964,2019-12,Forest Hills,15602
2965,2019-12,Forest Park/Highland Park,23
2966,2019-12,Fort Greene,12555
2967,2019-12,Fresh Meadows,171
2968,2019-12,Garment District,89
2969,2019-12,Glen Oaks,202
2970,2019-12,Glendale,341
2971,2019-12,Gowanus,710
2972,2019-12,Gramercy,108
2973,2019-12,Gravesend,573
2974,2019-12,Great Kills,2
2975,2019-12,Green-Wood Cemetery,4
2976,2019-12,Greenpoint,1555
2977,2019-12,Greenwich Village North,52
2978,2019-12,Greenwich Village South,19
2979,2019-12,Grymes Hill/Clifton,43
2980,2019-12,Hamilton Heights,6270
2981,2019-12,Hammels/Arverne,517
2982,2019-12,Heartland Village/Todt Hill,2
2983,2019-12,Highbridge,794
2984,2019-12,Highbridge Park,44
2985,2019-12,Hillcrest/Pomonok,743
2986,2019-12,Hollis,332
2987,2019-12,Homecrest,675
2988,2019-12,Howard Beach,235
2989,2019-12,Hudson Sq,28
2990,2019-12,Hunts Point,544
2991,2019-12,Inwood,1177
2992,2019-12,Inwood Hill Park,72
2993,2019-12,JFK Airport,77
2994,2019-12,Jackson Heights,11737
2995,2019-12,Jamaica,8082
2996,2019-12,Jamaica Bay,3
2997,2019-12,Jamaica Estates,570
2998,2019-12,Kensington,428
2999,2019-12,Kew Gardens,3977
3000,2019-12,Kew Gardens Hills,469
3001,2019-12,Kingsbridge Heights,858
3002,2019-12,Kips Bay,326
3003,2019-12,LaGuardia Airport,48
3004,2019-12,Laurelton,380
3005,2019-12,Lenox Hill East,382
3006,2019-12,Lenox Hill West,169
3007,2019-12,Lincoln Square East,91
3008,2019-12,Lincoln Square West,78
3009,2019-12,Little Italy/NoLiTa,32
3010,2019-12,Long Island City/Hunters Point,3044
3011,2019-12,Long Island City/Queens Plaza,1854
3012,2019-12,Longwood,501
3013,2019-12,Lower East Side,35
3014,2019-12,Madison,452
3015,2019-12,Manhattan Beach,366
3016,2019-12,Manhattan Valley,188
3017,2019-12,Manhattanville,3057
3018,2019-12,Marble Hill,231
3019,2019-12,Marine Park/Floyd Bennett Field,21
3020,2019-12,Marine Park/Mill Basin,928
3021,2019-12,Mariners Harbor,45
3022,2019-12,Maspeth,412
3023,2019-12,Meatpacking/West Village West,4
3024,2019-12,Melrose South,1851
3025,2019-12,Middle Village,256
3026,2019-12,Midtown Center,108
3027,2019-12,Midtown East,100
3028,2019-12,Midtown North,56
3029,2019-12,Midtown South,73
3030,2019-12,Midwood,915
3031,2019-12,Morningside Heights,16483
3032,2019-12,Morrisania/Melrose,886
3033,2019-12,Mott Haven/Port Morris,1653
3034,2019-12,Mount Hope,847
3035,2019-12,Murray Hill,218
3036,2019-12,Murray Hill-Queens,388
3037,2019-12,New Dorp/Midland Beach,3
3038,2019-12,Newark Airport,12
3039,2019-12,North Corona,1418
3040,2019-12,Norwood,1095
3041,2019-12,Oakland Gardens,118
3042,2019-12,Ocean Hill,1022
3043,2019-12,Ocean Parkway South,201
3044,2019-12,Old Astoria,3081
3045,2019-12,Ozone Park,128
3046,2019-12,Park Slope,7226
3047,2019-12,Parkchester,994
3048,2019-12,Pelham Bay,256
3049,2019-12,Pelham Bay Park,17
3050,2019-12,Pelham Parkway,681
3051,2019-12,Penn Station/Madison Sq West,87
3052,2019-12,Port Richmond,2
3053,2019-12,Prospect Heights,1021
3054,2019-12,Prospect Park,229
3055,2019-12,Prospect-Lefferts Gardens,2200
3056,2019-12,Queens Village,606
3057,2019-12,Queensboro Hill,392
3058,2019-12,Queensbridge/Ravenswood,1625
3059,2019-12,Randalls Island,51
3060,2019-12,Red Hook,581
3061,2019-12,Rego Park,4184
3062,2019-12,Richmond Hill,1162
3063,2019-12,Ridgewood,379
3064,2019-12,Riverdale/North Riverdale/Fieldston,388
3065,2019-12,Rockaway Park,117
3066,2019-12,Roosevelt Island,66
3067,2019-12,Rosedale,357
3068,2019-12,Rossville/Woodrow,3
3069,2019-12,Saint Albans,1065
3070,2019-12,Saint George/New Brighton,11
3071,2019-12,Saint Michaels Cemetery/Woodside,53
3072,2019-12,Schuylerville/Edgewater Park,595
3073,2019-12,Seaport,107
3074,2019-12,Sheepshead Bay,2212
3075,2019-12,SoHo,15
3076,2019-12,Soundview/Bruckner,997
3077,2019-12,Soundview/Castle Hill,1594
3078,2019-12,South Beach/Dongan Hills,2
3079,2019-12,South Jamaica,834
3080,2019-12,South Ozone Park,692
3081,2019-12,South Williamsburg,303
3082,2019-12,Springfield Gardens North,614
3083,2019-12,Springfield Gardens South,264
3084,2019-12,Spuyten Duyvil/Kingsbridge,704
3085,2019-12,Stapleton,13
3086,2019-12,Starrett City,755
3087,2019-12,Steinway,6476
3088,2019-12,Stuy Town/Peter Cooper Village,37
3089,2019-12,Stuyvesant Heights,2113
3090,2019-12,Sunnyside,2943
3091,2019-12,Sunset Park East,451
3092,2019-12,Sunset Park West,710
3093,2019-12,Sutton Place/Turtle Bay North,72
3094,2019-12,Times Sq/Theatre District,78
3095,2019-12,TriBeCa/Civic Center,215
3096,2019-12,Two Bridges/Seward Park,128
3097,2019-12,UN/Turtle Bay South,75
3098,2019-12,Union Sq,54
3099,2019-12,University Heights/Morris Heights,1044
3100,2019-12,Upper East Side North,1121
3101,2019-12,Upper East Side South,103
3102,2019-12,Upper West Side North,232
3103,2019-12,Upper West Side South,84
3104,2019-12,Van Cortlandt Park,82
3105,2019-12,Van Cortlandt Village,623
3106,2019-12,Van Nest/Morris Park,1694
3107,2019-12,Washington Heights North,2241
3108,2019-12,Washington Heights South,10179
3109,2019-12,West Brighton,2
3110,2019-12,West Chelsea/Hudson Yards,28
3111,2019-12,West Concourse,1764
3112,2019-12,West Farms/Bronx River,488
3113,2019-12,West Village,17
3114,2019-12,Westchester Village/Unionport,675
3115,2019-12,Westerleigh,7
3116,2019-12,Whitestone,153
3117,2019-12,Willets Point,14
3118,2019-12,Williamsbridge/Olinville,991
3119,2019-12,Williamsburg (North Side),3968
3120,2019-12,Williamsburg (South Side),1501
3121,2019-12,Windsor Terrace,267
3122,2019-12,Woodhaven,367
3123,2019-12,Woodlawn/Wakefield,512
3124,2019-12,Woodside,9235
3125,2019-12,World Trade Center,33
3126,2019-12,Yorkville East,57
3127,2019-12,Yorkville West,448
3128,2020-01,Allerton/Pelham Gardens,508
3129,2020-01,Alphabet City,91
3130,2020-01,Arrochar/Fort Wadsworth,4
3131,2020-01,Astoria,16004
3132,2020-01,Auburndale,422
3133,2020-01,Baisley Park,764
3134,2020-01,Bath Beach,334
3135,2020-01,Battery Park,2
3136,2020-01,Battery Park City,17
3137,2020-01,Bay Ridge,1565
3138,2020-01,Bay Terrace/Fort Totten,243
3139,2020-01,Bayside,455
3140,2020-01,Bedford,2830
3141,2020-01,Bedford Park,925
3142,2020-01,Bellerose,241
3143,2020-01,Belmont,540
3144,2020-01,Bensonhurst East,624
3145,2020-01,Bensonhurst West,920
3146,2020-01,Bloomfield/Emerson Hill,9
3147,2020-01,Bloomingdale,1586
3148,2020-01,Boerum Hill,8142
3149,2020-01,Borough Park,1088
3150,2020-01,Breezy Point/Fort Tilden/Riis Beach,15
3151,2020-01,Briarwood/Jamaica Hills,691
3152,2020-01,Brighton Beach,834
3153,2020-01,Broad Channel,4
3154,2020-01,Bronx Park,98
3155,2020-01,Bronxdale,646
3156,2020-01,Brooklyn Heights,10514
3157,2020-01,Brooklyn Navy Yard,135
